,user_id,actual,own_rec
488,575,"[  866227  1126310  9526730   825650   855229   897270   900112   901062
   905998   906905   908312   912004   922318   950557   953561  1020962
  1054424  1066731  1075074  1076366  1082185  1090218  1133101  5978656
  9859052 13115809 13381458   855718   883404   895039   927191   936889
   967476   998236  1004906  1049735  1100410  1137885  5569230   824072
  1012307  1087366  1117956  8019233 13094903   835347   839147   840102
   877358   890882   917381   932182   951176   989409   999250  1000237
  1008547  1011920  1038325  1045285  1070727  1071377  1122115  1123971
  1124694 15452805 15452812 15626134 15972074 16809471   826385   864774
   876750   923746  1058591   840173   872461   880308   904833   911812
   929704   953476   973861  1057306  1059236  1093658  8118708  8119302
   890610   932494  9879409 13213239 15831566   861445  1037705  1127511
  9527223  1027569   827570   871440   890285   924014   981086   985386
  1106523  5996007  8357825  9858920 13416351   845715   900703   923789
  1073150  1101418  1124670 12172240 16731346  1007259 13115425 13842088
   916122  9296955  9835408   844166   862349   900072   932006   992922
  1007148  1076881  1139058  5565536 13115919   825180   830750   858649
   862358   887526   900262   902806   914190   940726   940766   974179
   976199   980644   999779  1081177  1094955  1110695  1131529 10311293
 10312139 12648296 15687069  6534178  8090521  8090536   828328   832678
   867709   951590  1031697  1035136  1042867  1049788  1134292  9526159
   849870   904435   969494  1048257  1054945  1059891  1116733  1121213
  7442317  8064946  9803433 10254584 10255184 10456474 12263024 14111360
 15595945 15717220   826249   878764  1101932  1103105 12172145 12262830
 14025398   977798   996444]","[1082185, 995242, 1029743, 1106523, 1133018]"
489,576,"[  909130   951412  1006483  5569230  7166865 15831255   835278   844165
   937789  1034176  8203451 12811532 12812262 13909975 15452200   847207
   934519   956400  5581335  8090521  8090532 13039537 15972298   843756
   963502  1064090  1134882   836090   870780  1106523  1114694  5565202
  5568721  5996212  9297362  9420140 15830211 15926712]","[1082185, 995242, 1029743, 1106523, 1133018]"
490,577,"[  819927   823687   841266   842795   844054   862318   866697   880308
   881853   885697   888092   889989   891654   892531   896308   905542
   907014   937444   951590   965292   989529  1020682  1028166  1033973
  1041796  1049918  1056509  1072968  1084613  1085357  1110244  1131497
  1138467  5564876  6463752  6464165  7025202  7025496  7433888  8181010
  9931450 10457519 12386123 13133916 13134169 13213058 13382327 13505292
 13944709 13945244 14050766 15926844 16729415 16769633   821788   825295
   875252   876504   882496   889774   904236   904435   940947   954351
   964262   977497   999104  1008626  1020739  1029743  1050286  1051211
  1070820  1082185  1087443  1090676  1103004  1109206  1122568  1126899
  1128744  1130458  1137312  5566472  7160231  8068351 13115937 15626016
 15778572 15800936   824180   827033   827656   863664   868548   871076
   872137   877358   900072   922318   930838   941062   942272   948832
   975180  1002451  1046957  8205695 12171843 12427880 12604658 13190065
 15596109 15972400 15972920]","[1082185, 995242, 1029743, 1106523, 1133018]"
491,578,"[  854405  1053058  7139529  8090521   868415  1001298  8159385   833724
   847207   868423   921836  1012284  1048962  1081189  1131133  1131352
 13987221   822989   835661  1112035   829950  8293305   857697   873902
   890689   957190  1092026   873155   898312   928104  5566109 15629795
 15972491]","[1082185, 995242, 1029743, 1106523, 1133018]"
492,579,[908015],"[1082185, 995242, 1029743, 1106523, 1133018]"
493,580,"[  827856   887342   909894   981760  1030819  1056509  1118946   827260
   940947   976199  1121011  6463754 12605602   871905   932334   948232
 15830424   931860   966348  1041796  1106271 12731544 13115898  1100972
  1077555 15740870]","[1082185, 995242, 1029743, 1106523, 1133018]"
494,581,"[ 1098066   904812   909268   977873  1063833  1105917  1118235  1136257
  9934800   850745   969829   997907  1002558  1041796  1043971  1095329
  1100658   897837  1076154  1090581  1093113  6961601  9832514 10355849
 10355951 10355974 10356196 10356197 13186456   834158   837677   944523
   983584  1004906  1126899  6391073  7441301  7441498  9337146   846045
   920833  1021834  1055134   869353   880228   988136  1059593  1064797
  1067820  1123496  6391414  9676852 10356793 12599756   868423   904422
   977543  1122889  5565675 10312226]","[1082185, 995242, 1029743, 1106523, 1133018]"
495,582,"[  824642   842342   845715   862651   882583   904570   949377  1044805
  1056162  1075820  1113903  8293900  9420282 10150198 13115161 14024903
 15626131 15830973 15831170   974156  6551990 15831255   827575   835904
   854852   898361   923800  1022340  1054186  1080853   835977   892119
   959316   962568   965963   969620   977882   995785  1021324  1041259
  1043301  1063709  1068224  1082627  1098844  1103605  1126294  5591520
  6391381  8203835  9931450 13071902 13073103 16122432  6534178   985605
  1036046  5566133  1121243 12984576  6602327  6602616   847270   879528
   913406  1005493  1117514  1119051  8203686  9242918 13072677]","[1082185, 995242, 1029743, 1106523, 1133018]"
496,583,"[  831509   843898   882305   931777   943169   962185   970605   989824
   992650   999971  1029624  1029743  1056509  1066097  1100124  1102067
  1120741  9803686  9836415 12524490 13986534 13987084 13987153 13987338
 15596514   922907   954673   957232   988421   995242  1094174  1094190
  7166791   880234  1009368  1052729  5569230 14025389   844165  1092026
  7147145  1076056  9705813 10285442   846043   974838   991024  1023958
  1061220  1076306  7144131  9487498  9836452 12301405 15596202   824122
   835243   893651  1053690  1058404  1076855  1114006  6534406  8020166
  8090521 12302069 12811532   870547  1096626   840241   996444  1043563
   906830   872177 16809471  5592437 15973205  8293055]","[1082185, 995242, 1029743, 1106523, 1133018]"
497,585,[ 887618  989935  992542 1072257 9553031],"[1082185, 995242, 1029743, 1106523, 1133018]"
498,586,"[ 1067185  1133072  9677617 12263569  6534178   844165   857016   871097
   887393   897954   966170   973861   981760  1004906  1029743  1039455
  1042907  1054262  1092026  1096810  1102067  1112957  5582712  7441210
  9676997  9677874   824931   835394   837304   850562   859154   859662
   865330   865456   866043   873916   886787   890610   895910   902362
   905868   906335   907631   912684   916122   921614   924014   934156
   937928   938190   940766   954177   980666   990004   995242   998558
  1003188  1031087  1048440  1053690  1063509  1066685  1069334  1077490
  1082185  1101173  1128424  1132198  6442915  7463287  9297177  9419470
  9655212 10456164 12302069 12524439 13115619 13416037 13511264 14077333
 14077740 15451927 15715933 15972154 15972392  1081189 12731727   861272
   889731   898764   929433   953561  1028995  5565369   828732   837751
   849505   883404   893018   902618   914907   920769   996009  1034955
  1038684  1042438  1079987  1110695  1136700  6554202 12263234 13910823
 13911022   860703   862070   863506   910032   911311   912817   913490
   925626   932761   945611   954424   967144  1067779  1101980  1125382
  1125391 12810422 15973034   853119   926692  1100273  1129610]","[1082185, 995242, 1029743, 1106523, 1133018]"
499,587,"[  863449   911470   925514   938700   945662  1022872  1030819  1124729
  1138487   859426   885290   924610   962568  1018696  1021457  1071995
  1083070  5588109 13505839 15973284   849297]","[1082185, 995242, 1029743, 1106523, 1133018]"
500,588,"[  849870  9704770 12427353 14025268   843346   844165   847049   859075
   883404   908531   914513   917494   918086   937571   949116   951412
   995785  1038985  1045285  1049788  1053763  1070015  1096036  1106523
  1118598  8249063 12599698 13416351 13417591 16729415   825749   826695
   828732   852182   856652   899624   903325   932298   954086   957013
   962568  1013615  1039073 12386187 12517450 12523845 15926424   837381
   883963   898342   905059   933067   960199   969836   972657   996156
  1035843  1051516  1053690  1070272  1078346  1085154  1131974  1133018
  5580793  5589615 10285144 13511451 13672073 15596429  6534178 16769635
   826249   838733   853172   866355   870658   877337   881328   882830
   893018   896611   901062   907014   909894   913785   915041   919534
   933835   943233   951197   951590   961554   970030   991268  1002739
  1003188  1027663  1030251  1038746  1039566  1048563  1052406  1054047
  1138443  1139216  5564906  5978648  5995698  5996469  6034953  6602335
 10121965 10149647 12301839 13158894 13417250 15596275 15596933 15831338
 15863616   844179  1023473  1029504  5566309   857262   886934   941722
   954110  1032967  9837543   824005   830750   835788   860776   862139
   865885   866211   869604   871402   873622   895540   902192   907631
   914190   916654   918733   923005   936594   940631   962676   987410
   987941   995478  1008212  1009813  1012873  1016129  1024306  1041796
  1042438  1043494  1046551  1056746  1074608  1077373  1092303  1104414
  1123536  1130111  6034857  6423751  6704240  6979086  7442008 10255329
 12352102 12517411 15973105  1026162]","[1082185, 995242, 1029743, 1106523, 1133018]"
501,589,[5569230],"[1082185, 995242, 1029743, 1106523, 1133018]"
502,590,"[  942525  1041796  1050422  1139216 15596303  1021225   844165  1092026
  6463775 15926885   827683   835694   845705   863447   883404   916122
   948420   988693  1050968  1075175  1081177  6463729  9835223 12324948
 12349850 12384775 15630096  1097363]","[1082185, 995242, 1029743, 1106523, 1133018]"
503,591,"[  860776   866528   935993   960528  1005493  1050851  1055646  1123420
  1124729   828328   940217  1031740  1035676  1046756  1065017  1067820
   831509   862799   933067   972651  1013503  1044580  1093113  8204353
 10121646   957232   982393  1053329  1106523 15831255 17283763   826249
   901060  1094955  1120275  9245106   822970   829955   854852   868131
   883004   916122   943081   957741   962206   962676   968214   984715
  1040881  1047944  1064478  1111498  1125197  6904861  9836835 12672690
   869728   983000   985699   987562  1055170  1098191]","[1082185, 995242, 1029743, 1106523, 1133018]"
504,592,"[  984715  1030819  1105287 12428269   958137  1021057  1027168  1060339
  1067820  1078666  1092937  8019522 15452032  1055168  1066783  7409996]","[1082185, 995242, 1029743, 1106523, 1133018]"
505,593,"[  984575 12695809 13006955   853998   921288  6514287   846760   864033
   865634   866140   882595   883963   892920   896369   900802   903463
   905913   909868   915621   922907   923746   929180   936723   937845
   959409   966358   967065   988572  1013149  1034125  1037635  1038217
  1061220  1064797  1065039  1077555  1082185  1089888  1104027  1105034
  1111230  5583547  5584847  5585966  5586658  5586955  6424356 10149344
 12183644 12731641 12781666 13190294 16809431 16809471 16809581   889359
   939442  5592931   883404  1106523   869282]","[1082185, 995242, 1029743, 1106523, 1133018]"
506,594,"[  832513   845622   863655   864774   865456   872062   880168   888813
   893018   896709   918441   925862   962229   962568   981521   981760
  1034134  1078346  1085601  1094619  1096036  1106523  6391152  9707340
  9835903 13213390 15512234 17105530  5570109   820165   821556   826860
   859651   939578   945662   957232   995965  1029743  1058779  1082185
 12604598 16733789]","[1082185, 995242, 1029743, 1106523, 1133018]"
507,595,"[  860439   873847  1107553  1118393  9523059   970725  6513719 13512542
   856060   989529 16728894   895097   895311   999217  1106523 10351524
   834484   892048   898342  1093830  1070702 10356446   865891   865992
   866292   881608   883404   945779   953561  1022152  1061688  1065067
  1076769  1079228  1082185  1098066  1110793  1128647  6919121 10355696
   912146 13115894 13671905 17105257 10285141 10285144 12384694]","[1082185, 995242, 1029743, 1106523, 1133018]"
508,596,"[  821867   828393   831712   836793   847241   851254   858649   869622
   876932   892768   975583   991905   995242  1006697  1022428  1022827
  1025581  1025611  1027642  1040935  1049826  1054383  1062607  1084036
  1084331  1093748  1104649  1134222  5587337  9220882 10148925   825135
   850102   879734   912857  1029372  5569845  8090521   826252   903674
   909306   995311  1003421  1015612  1022843  1038217  1043590  1071333
  1080811  1101174  1106523  8090537  8090545 12731621   866211   911545
  7025046  1068719]","[1082185, 995242, 1029743, 1106523, 1133018]"
